Planting,Unique Planting,State,ID,Lab,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale),Juice Scan Device ID,Juice Scan 365nm,Juice Scan 385nm,Juice Scan 450nm,Juice Scan 500nm,Juice Scan 530nm,Juice Scan 587nm,Juice Scan 632nm,Juice Scan 850nm,Juice Scan 880nm,Juice Scan 940nm,Surface Scan Device ID,Surface Scan 365nm,Surface Scan 386nm,Surface Scan 450nm,Surface Scan 500nm,Surface Scan 530nm,Surface Scan 587nm,Surface Scan 632nm,Surface Scan 850nm,Surface Scan 880nm,Surface Scan 940nm
,,connecticut,4652.1,Ann Arbor,0,store,carrot,geisslers,grimmway_farms,,,,damage,,yes,orange,30,9.4,0.126,14.19,39.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.8000000000000007,-1.8500000000000014,12.170000000000002,4.360000000000003,3.6599999999999966,26.020000000000003,23.900000000000006,38.41999999999999,42.019999999999996,59.69999999999999,00:00:00:de,1.232,0.5283,1.177,1.521,4.436,42.67,45.19,62.30,62.98,57.13
,,connecticut,4652.2,Ann Arbor,0,store,carrot,geisslers,grimmway_farms,,,,damage,,yes,orange,30,9,0.126,20.78,38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.6999999999999993,-1.7199999999999989,12.409999999999997,4.109999999999999,3.759999999999998,26.82,24.45000000000001,36.08,40.93,56.19999999999999,00:00:00:de,1.883,1.898,2.354,2.681,5.803,47.28,50.33,69.17,72.31,59.26
,,connecticut,4652.3,Ann Arbor,0,store,carrot,geisslers,grimmway_farms,,,,damage,,yes,orange,24,10.9,0.111,14.49,40.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.5699999999999967,-0.8599999999999994,12.36,4.299999999999997,4,27.529999999999994,24.630000000000003,38.989999999999995,42.5,59.599999999999994,00:00:00:de,0.9016,0.04247,1.026,1.752,4.959,45.39,49.51,66.37,67.12,57.22
,,new_york,3931,Ann Arbor,0,farm_market,cherry_tomato,,,,organic,,none,,yes,red,35,6,0.075,57.38,902.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.15,19,125.15,,,,,00:00:00:de,-3.25,0.46000000000000085,13.800000000000011,6.32,5.850000000000001,16.96,20.090000000000003,43.67,44.949999999999996,63.21000000000001,00:00:01:2f,-34.57,-8.004,-3.646,2.123,2.102,6.596,8.550,6.573,6.745,8.923
,,new_york,3926,Ann Arbor,0,farm_market,cherry_tomato,,,,organic,,,,yes,red,31,5.8,,82.09,1326.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.15,40.48,146.63,,,,,00:00:00:de,-2.8699999999999974,0.7700000000000031,16.189999999999998,8.100000000000001,8.979999999999997,20.859999999999992,21.700000000000003,49.8,46.49,70.85999999999999,00:00:01:2f,-11.19,-7.740,-3.233,2.984,3.074,6.117,8.449,11.16,10.40,13.20
,,new_york,3932,Ann Arbor,0,farm_market,cherry_tomato,,,,organic,,,,yes,red,31,5.5,,79.02,1592.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.15,41.38,147.53,,,,,00:00:00:de,-2.9800000000000004,0.19999999999999574,16.400000000000006,7.160000000000004,7.079999999999998,18.379999999999995,23.980000000000004,45.78,43.85999999999999,64.38,00:00:01:2f,-5.930,-3.679,-2.548,3.136,3.276,6.732,10.90,12.47,11.52,15.62
,,new_york,3369.1,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,22,8,0.116,13.55,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.009999999999998,-0.20999999999999375,12.700000000000003,4.229999999999997,3.240000000000002,25.21999999999999,21.949999999999996,30.13000000000001,35.45000000000001,52.900000000000006,00:00:00:de,4.053,4.085,4.799,5.539,9.293,58.84,60.33,74.89,82.16,56.27
,,new_york,3369.2,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,20,5.6,0.092,21.71,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.629999999999999,0.2400000000000091,13.100000000000009,4.960000000000001,5.1299999999999955,28.189999999999998,25,45.06999999999999,45.91,66.60000000000001,00:00:00:de,3.473,3.883,2.290,4.282,7.639,56.59,54.15,65.49,68.71,56.51
,,new_york,3369.3,Ann Arbor,0,farm_market,carrot,,,,organic,,none,,yes,orange,20,4.6,0.118,17.39,17.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.457,0.5540000000000003,12.377000000000002,4.549999999999999,4.398999999999999,29.179999999999993,25.79,43.92000000000001,45.72,66.61999999999999,00:00:00:de,0.7909,-1.006,-2.080,3.639,7.689,60.61,60.00,76.88,85.29,51.33
,,new_york,3417,Ann Arbor,0,store,cherry_tomato,hannaford,sunset,,certified_organic other non_gmo,,none,,yes,red,28,6.8,0.088,16.57,573.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,346.08,367.53999999999996,,,,,00:00:00:de,-3.3699999999999974,0.7899999999999991,19.900000000000006,8.489999999999995,8.369999999999997,20.080000000000005,25.64,47.629999999999995,45.1,70.60000000000001,00:00:01:2f,77.50,40.28,0.5498,2.893,3.280,6.016,10.31,12.07,11.22,15.53
,,new_york,3418,Ann Arbor,0,store,cherry_tomato,hannaford,sunset,,certified_organic other non_gmo,,,,yes,red,24,7,,111.52,1231.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,125.28,146.74,,,,,00:00:00:de,-4.200000000000003,-0.7299999999999969,13.600000000000009,5.759999999999998,4.589999999999996,16.54,23.800000000000004,46,44.81,65.99999999999999,00:00:01:2f,-5.158,-4.919,-2.746,2.877,3.322,7.950,14.60,14.57,15.01,19.47
,,new_york,3419,Ann Arbor,0,store,cherry_tomato,hannaford,sunset,,certified_organic other non_gmo,,,,yes,red,28,5.6,0.083,74.2,824.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,26.84,48.3,,,,,00:00:00:de,-3.520000000000003,0.46000000000000085,17.5,8.979999999999997,8.659999999999997,22.160000000000004,27.409999999999997,51.31999999999999,47.35999999999999,70.4,00:00:01:2f,-52.34,-16.95,-6.364,0.02354,0.4055,4.239,8.062,6.521,3.650,11.49
,,new_york,3445.1,Ann Arbor,0,store,spinach,hannaford,olivias_organics,,certified_organic other non_gmo,,none,,yes,green,85,6.7,0.083,456.05,156.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.479999999999997,-3.210000000000001,8.600000000000009,2.279999999999994,0.29999999999999716,-2.6200000000000045,-3.019999999999996,33.870000000000005,40.96,49.900000000000006,00:00:00:de,-0.5803,-1.408,3.408,5.359,9.563,9.893,6.530,72.90,75.21,63.04
,,new_york,3445.2,Ann Arbor,0,store,spinach,hannaford,olivias_organics,,certified_organic other non_gmo,,none,,yes,green,65,6.7,0.089,211.37,68.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.360000000000003,-2.6000000000000014,10,2.270000000000003,0.47000000000000597,-2.3200000000000003,-2.950000000000003,35.010000000000005,41.56999999999999,51,00:00:00:de,-0.2216,-1.050,5.359,6.465,11.06,11.00,7.670,69.65,73.37,63.87
,,new_york,3445.3,Ann Arbor,0,store,spinach,hannaford,olivias_organics,,certified_organic other non_gmo,,none,,yes,green,7.5,6.7,0.084,275.89,33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.27,-2.490000000000002,9.5,2.3100000000000023,0.28999999999999915,-2.3999999999999986,-2.9299999999999997,33.94,40.66,49.900000000000006,00:00:00:de,-0.8534,-1.787,0.8041,4.168,8.291,8.503,5.464,66.72,74.68,54.15
,,florida,3861,Ann Arbor,0,farm_market,cherry_tomato,,,,certified_organic,,,,yes,red yellow,19,5.8,0.096,66.43,633.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165.66,19.98,-145.68,,,,,00:00:00:de,-3.7300000000000004,-0.6799999999999997,11.5,7.039999999999999,9.340000000000003,22.42,22.199999999999996,40.5,41.83,61.10000000000001,00:00:01:2f,-240.8,-108.2,-28.15,-3.191,-1.522,4.846,10.01,17.26,16.73,16.78
,,florida,3862T,Ann Arbor,0,farm_market,cherry_tomato,,,,certified_organic,,,,yes,red yellow,15,6.6,0.095,62.67,2504.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.7900000000000027,-0.8400000000000034,11.100000000000009,6.350000000000001,7.919999999999995,20.619999999999997,22.42,37.22,40.43,56.60000000000001,00:00:01:2f,-171.4,-72.23,-19.88,-3.049,-1.518,3.759,9.326,11.30,12.91,12.23
,,florida,3617.3,Ann Arbor,0,farm_market,kale,,,,none,,none,,yes,green yellow,360,8.5,0.122,217.15,9652.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:00:de,-3.979999999999997,-2.3500000000000014,10.299999999999997,3.1500000000000057,2.010000000000005,-0.9299999999999997,-2.219999999999999,37.7,47.449999999999996,52.10000000000001,00:00:00:de,2.523,3.393,10.05,7.531,14.05,11.89,7.915,56.04,58.26,55.75
,,florida,3617.2,Ann Arbor,0,farm_market,kale,,,,none,,none,,yes,green yellow,360,8.5,0.126,305.16,8042.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:00:de,-3.979999999999997,-2.6300000000000026,10.099999999999994,3.25,2.009999999999998,-0.9500000000000028,-2.1999999999999957,36.99000000000001,47.02,51.8,00:00:00:de,2.799,3.453,9.313,9.411,16.22,15.47,10.20,59.15,63.47,57.23
,,florida,3617.1,Ann Arbor,0,farm_market,kale,,,,none,,none,,yes,green yellow,360,8.5,0.117,291.92,2312.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,00:00:00:de,-3.889999999999997,-2.8200000000000003,10.400000000000006,3.309999999999995,2.1300000000000026,-1.2100000000000009,-2.0899999999999963,37.89999999999999,47.35,52.000000000000014,00:00:00:de,1.577,1.765,8.966,6.200,12.65,10.46,6.591,56.37,55.03,64.33
,,connecticut,3661.1,Ann Arbor,0,store,lettuce,kanes_market,andy_boy,,,green_romaine,,,yes,green,264,4.4,0.067,23,236.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.52,-3.190000000000005,10.299999999999997,2.8499999999999943,0.75,-1.2000000000000028,-2.1799999999999997,35.650000000000006,39.79,56.80000000000001,00:00:00:de,-0.9440,-1.895,0.4334,3.785,6.478,8.519,5.813,62.33,63.81,66.71
,,connecticut,3661.2,Ann Arbor,0,store,lettuce,kanes_market,andy_boy,,,green_romaine,,,yes,green,265,4.4,0.067,37.74,341.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.41,-2.8500000000000014,10.299999999999997,2.8900000000000006,0.9299999999999997,-1.1600000000000037,-2.190000000000005,35.89,39.809999999999995,56.499999999999986,00:00:00:de,-0.007087,-0.04649,4.373,5.000,9.924,8.984,5.841,63.00,63.16,65.56
,,connecticut,3661.3,Ann Arbor,0,store,lettuce,kanes_market,andy_boy,,,green_romaine,,,yes,green,243,4.4,0.058,37.06,355.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.379999999999999,-2.710000000000001,10.200000000000003,3.0800000000000054,0.9799999999999969,-1.1499999999999986,-2.1300000000000026,35.11999999999999,38.98,55.33,00:00:00:de,1.715,3.842,8.217,15.83,22.09,24.71,18.37,51.81,50.52,56.92
,,connecticut,3663.1,Ann Arbor,0,store,lettuce,kanes_market,foxy,,,green_romaine,none,,yes,green,244,5,0.072,11.22,119.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.390000000000001,-3,10.600000000000009,3.1099999999999994,0.44999999999999574,-2.0500000000000043,-2.6499999999999986,30.429999999999993,37.29,51.3,00:00:00:de,0.9112,1.426,8.594,9.501,14.55,15.52,11.12,66.23,65.16,71.36
,,connecticut,3663.2,Ann Arbor,0,store,lettuce,kanes_market,foxy,,,green_romaine,none,,yes,green,236,5,0.079,12.41,107.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.43,-2.759999999999998,11,3.210000000000001,0.7600000000000051,-1.769999999999996,-2.530000000000001,30.450000000000003,36.96,50.7,00:00:00:de,0.3210,1.276,7.987,11.11,20.21,21.22,14.09,63.38,65.21,57.48
,,connecticut,3663.3,Ann Arbor,0,store,lettuce,kanes_market,foxy,,,green_romaine,none,,yes,green,241,5.8,0.073,13.82,87.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.390000000000001,-2.6299999999999955,10.799999999999997,3.1899999999999977,0.6099999999999994,-1.8499999999999943,-2.520000000000003,26.61999999999999,34.4,48.39999999999999,00:00:00:de,-0.1810,-0.5311,5.685,4.489,8.171,6.810,4.783,60.80,64.59,60.27
,,washington,3856.3,Ann Arbor,0,store,kale,haggen,,,certified_organic,,none,,yes,green,190,11.4,0.149,706.42,1702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-5.460000000000001,-3.210000000000001,8.200000000000003,2.5,1.0899999999999963,-1.3800000000000026,-2.6099999999999994,37.510000000000005,47.690000000000005,47.780000000000015,00:00:00:de,0.4259,0.7139,6.914,6.318,12.58,14.10,9.596,63.09,61.52,58.50
,,washington,3856.2,Ann Arbor,0,store,kale,haggen,,,certified_organic,,none,,yes,green,189,11.4,0.138,933.33,16718.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-5.59,-3.519999999999996,8.599999999999994,2.4499999999999957,1.1399999999999935,-1.4499999999999957,-2.6299999999999955,38.25999999999999,47.53000000000001,48.400000000000006,00:00:00:de,-0.5549,-1.075,3.713,3.787,8.237,7.656,5.136,60.47,61.18,58.78
,,washington,3856.1,Ann Arbor,0,store,kale,haggen,,,certified_organic,,none,,yes,green,201,11,0.15,639.59,14717.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-5.690000000000001,-3.9499999999999957,7.769999999999996,2.4399999999999977,0.9600000000000009,-1.8200000000000003,-2.740000000000002,37.769999999999996,47.29999999999999,47.19999999999999,00:00:00:de,-0.4999,-1.721,2.506,4.393,7.431,7.554,5.628,56.61,59.13,49.56
,,washington,3457.1,Ann Arbor,0,store,lettuce,haggen,,,certified_organic,,none,,yes,green,251,3.8,0.086,31.28,187.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.440000000000001,-3.6000000000000014,11,2.6799999999999997,0.3400000000000034,-2.509999999999998,-2.710000000000001,22.060000000000002,29.430000000000007,43.75,00:00:00:de,-0.6972,-1.667,5.797,8.433,15.88,16.70,11.25,61.60,61.51,55.76
,,washington,3457.2,Ann Arbor,0,store,lettuce,haggen,,,certified_organic,,none,,yes,green,242,3.8,0.067,30.21,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.440000000000001,-3.520000000000003,10.799999999999997,2.75,0.35999999999999943,-2.5600000000000023,-2.6000000000000014,22.840000000000003,30.150000000000006,43.89999999999999,00:00:00:de,0.2256,0.3348,7.295,9.848,19.50,19.27,13.11,58.98,58.16,52.91
,,washington,3457.3,Ann Arbor,0,store,lettuce,haggen,,,certified_organic,,none,,yes,green,243,3.8,0.068,36.65,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-4.27,-3.0800000000000054,11.399999999999991,2.779999999999994,0.6000000000000014,-2.1600000000000037,-2.539999999999999,23.36,30.18,44.83999999999999,00:00:00:de,-0.3756,-0.8422,6.279,8.805,17.34,18.68,12.56,50.47,54.08,47.39
,,washington,3855.1,Ann Arbor,0,store,carrot,haggen,ralphs_greenhouse,,local certified_organic,,none,,yes,orange,22,8.5,0.109,9.71,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.2699999999999996,-0.6700000000000017,12.769999999999996,4.510000000000005,4.640000000000001,28.57,24.520000000000003,39.47,42.22,61.30000000000001,00:00:00:de,3.175,4.201,5.768,4.170,9.123,50.84,46.52,51.41,59.47,43.52
,,washington,3855.2,Ann Arbor,0,store,carrot,haggen,ralphs_greenhouse,,local certified_organic,,none,,yes,orange,24,8.6,0.116,10.92,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.8299999999999983,0.09000000000000341,12.990000000000009,4.839999999999996,5.100000000000001,28,24.29,38.39,41.81999999999999,58.66999999999999,00:00:00:de,4.245,5.379,6.098,5.235,8.955,48.19,46.52,56.08,59.75,46.69
,,washington,3855.3,Ann Arbor,0,store,carrot,haggen,ralphs_greenhouse,,local certified_organic,,none,,yes,orange,23.5,7.7,0.103,13.35,47.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.3599999999999994,-0.8399999999999963,13.239999999999995,5.210000000000001,5.640000000000001,26.159999999999997,23.679999999999993,43.44999999999999,44.21999999999999,65.5,00:00:00:de,4.127,4.693,5.238,4.404,7.919,43.12,41.37,54.08,57.71,45.31
,,new_york,3437,Ann Arbor,0,store,spinach,hannaford,hannaford,,none,,none,,yes,green,78,6.9,0.092,221.24,324.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.87,170.11,264.98,,,,,00:00:00:de,-4.869999999999997,-3.260000000000005,9,2.780000000000001,0.4299999999999997,-1.9100000000000037,-2.8200000000000003,35.28,43.45,50.80000000000001,00:00:00:de,-0.7764,-2.467,2.245,3.031,5.824,4.700,3.696,69.14,71.65,70.69
,,new_york,3436.1,Ann Arbor,0,store,kale,hannaford,glory_foods,,none,,none,,yes,orange green,323,6.4,0.096,498.86,2714.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.9700000000000024,-1.4799999999999969,10.799999999999997,3.3599999999999994,1.9600000000000009,-0.6200000000000045,-2.3200000000000003,33.64,41.169999999999995,50.849999999999994,00:00:00:de,1.913,3.518,14.21,8.736,15.63,16.19,10.87,56.74,53.00,63.39
,,new_york,3436.2,Ann Arbor,0,store,kale,hannaford,glory_foods,,none,,none,,yes,green,,6.4,0.101,462.48,17720.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.979999999999997,-1.509999999999998,10.799999999999997,3.3500000000000014,1.9400000000000048,-0.730000000000004,-2.3399999999999963,33.64,41.19,50.650000000000006,00:00:00:de,1.722,2.381,9.462,8.040,11.88,12.46,8.990,52.85,50.34,62.57
,,new_york,3436.3,Ann Arbor,0,store,kale,hannaford,glory_foods,,none,,none,,yes,green,,6.4,0.103,464.62,16700.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.990000000000002,-1.5499999999999972,10.800000000000011,3.299999999999997,1.8900000000000006,-0.8900000000000006,-2.4099999999999966,33.849999999999994,40.99,50.7,00:00:00:de,0.3613,0.1056,2.617,5.843,9.077,9.847,6.868,49.04,46.02,55.81
,,new_york,3371,No Lab,0,store,kale,whole_foods,grimmway_farms,,none,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,new_york,3370,Ann Arbor,0,store,lettuce,pats_market,petes_living_organic,,hydroponic,,none,,yes,green purple,274,10.1,0.145,514.72,1789.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,147.95,238.95,,,,,00:00:00:de,-5,-3.6300000000000026,10.14,3.3200000000000003,0.730000000000004,-1.6799999999999997,-2.1400000000000006,29.799999999999997,37.73,46.2,00:00:00:de,-1.585,-3.663,-0.9445,0.003142,0.5244,-0.2738,3.137,49.92,44.63,58.75
,,ohio,3900,Ann Arbor,0,store,spinach,costco,earthbound_farm,,certified_organic,baby,none,,yes,green,81,6.4,0.079,282.5,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.96,71.87,168.82999999999998,,3,4,4,00:00:00:de,-4.899999999999999,-3.9099999999999966,9.399999999999991,3.1400000000000006,1.230000000000004,-1.6300000000000026,-2.5800000000000054,34.36,41.68000000000001,51.10000000000001,00:00:00:de,-1.169,-2.723,3.652,5.335,10.27,9.685,6.824,63.07,67.84,57.42
,,ohio,3901,Ann Arbor,0,store,spinach,costco,earthbound_farm,,certified_organic,baby,,,yes,green,69,5.8,0.074,285.55,46.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.96,74.04,171,,3,4,4,00:00:00:de,-4.709999999999997,-3.0800000000000054,9.600000000000009,3.0500000000000043,1.2899999999999991,-1.4799999999999969,-2.5799999999999983,33.85000000000001,40.97,51.20000000000002,00:00:00:de,-1.222,-2.995,1.281,4.245,9.100,8.233,5.501,63.08,68.70,58.77
,,ohio,3902,Ann Arbor,0,store,spinach,costco,earthbound_farm,,certified_organic,baby,,,yes,green,91,4.7,0.071,308.34,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.96,78.7,175.66,,3,4,4,00:00:00:de,-5.219999999999999,-4.109999999999999,8.689999999999998,2.6099999999999994,0.46000000000000085,-2.3900000000000006,-3,34.519999999999996,40.080000000000005,52.60000000000001,00:00:00:de,-1.236,-2.814,2.529,5.018,9.980,9.453,6.504,69.30,66.70,71.86
